20067,358,Regulator,"Hull: Osprey ClassRole: Support Cruiser Following in the time-honored Caldari spaceship design tradition, the Basilisk sports top-of-the-line on-board computer systems specially designed to facilitate shield transporting arrays, while sacrificing some of the structural strength commonly found in vessels of its class.Developer: Concord/RodinLai Dai have always favored a balanced approach to their mix of on-board systems, leading to a line-up of versatile ships but providing very little in terms of tactical specialization.  With the Basilisk, their aim was to continue pushing forward the development of cutting-edge defense optimization systems while providing powerful support capability.Caldari Cruiser Skill Bonus: 150% bonus to Shield Transfer Array range and 100% bonus to Energy Transfer Array range per levelLogistics Skill Bonus: 15% reduction in Shield Transfer Array capacitor use and 10% reduction in Energy Transfer Array capacitor use per level",2760,221.9,16460000,107000,485,1,1,105306040000,0,0,0.07,0,0,16674298,69500,80904
32209,358,Mimir,"A highly experimental prototype created by Minmatar scientists, intended to combine the qualities of their front line heavy assault ships. Heavily plated and sporting additional thrusters, this ship is not to be taken lightly.



Rarely seen these days, the ship is typically given out only to select pilots as a reward for their excellence in combat.



Special Ability: 25% bonus to max velocity, 50% bonus to Medium Projectile Turret falloff and optimal range.



Minmatar Cruiser Skill Bonus: 20% bonus to Medium Projectile Turret damage and 5% bonus to all armor resistances per level.",3800,89,11650000,96000,450,1,2,68750000000,1,1370,0.07,0,0,16691325,105380,93901
22426,381,Elite Apocalypse Khanid,"In days past, only those in high favor with the Emperor could hope to earn the reward of commanding one of the majestic and powerful Apocalypse class battleships. In latter years, even though now in full market circulation, these golden, metallic monstrosities are still feared and respected as enduring symbols of Amarrian might.



Special Ability: 10% bonus to Large Energy Turret capacitor use and 5% maximum Capacitor Capacity per level.",2803,400,107500000,1150000,675,1,4,0,0,0,0.07,0,0,16674837,70039,81392
22432,381,Elite Megathron Duvolle,"The Megathron has established itself as one of the most feared and respected battleships around. Since its first appearance almost two decades ago it has seen considerable service in the troublesome regions on the outskirts of the Federation, helping to expand and defend Gallentean influence there.



Special Ability: 5% bonus to Large Hybrid Turret damage and Large Hybrid Turret tracking speed per level.",2799,250,102500000,1140000,675,1,8,0,0,0,0.07,0,0,16674841,70043,81393
22434,381,Elite Raven,"The Raven is the powerhouse of the Caldari Navy. With its myriad launcher slots and powerful shields, few ships can rival it in strength or majesty.



Special Ability: 5% bonus to Missile Launcher Rate Of Fire and 10% bonus to Missile Velocity per level.",2806,250,110000000,1080000,665,1,1,0,0,0,0.07,0,0,16674843,70045,81394
22438,381,Elite Tempest Brutor,"The Tempest is one of the Republic Fleet's key vessels; a versatile gunship proficient at long-range bombardment and capable of dishing out specialized types of damage with great effectiveness.  A well-rounded squadron of Tempests has been proven time and time again to be an invaluable wild card in a fleet battle, one which opponents should ignore at their own peril.



Special Ability: 5% bonus to Large Projectile Turret firing speed and Large Projectile Turret damage per level.",2797,250,102500000,850000,600,1,2,0,0,0,0.07,0,0,16674846,70048,81395
20122,419,Pimp Brutix,"One of the most ferocious war vessels to ever spring from Gallente starship design, the Brutix is a behemoth in every sense of the word.  When this hard-hitting monster appears, the battlefield takes notice.



Battlecruiser Skill Bonus:  5% bonus to Medium Hybrid Turret damage and 5% bonus to Armor Repairer effectiveness per level



99% reduction in the CPU need of Warfare Link modules.",2383,266,13250000,270000,400,1,8,270000000000,0,0,0.07,0,0,16674304,69506,80905
22472,419,Faction Prophecy Bloodraider,"The Prophecy is built on an ancient Amarrian warship design dating back to the earliest days of starship combat.  Originally intended as a full-fledged battleship, it was determined after mixed fleet engagements with early prototypes that the Prophecy would be more effective as a slightly smaller, more mobile form of artillery support.



Battlecruiser Skill Bonus: 10% reduction in Medium Energy Weapon capacitor use and 5% bonus to all armor resistances per level



90% reduction in the CPU need",2795,198,13500000,234000,350,1,4,255000000000,0,0,0.07,0,0,16674868,70070,81400
28310,463,Test Gas Barge,Test Gas Barge,2523,235,20000000,200000,2000,1,8,50000000000,0,0,0.07,8,0,16678270,73481,84398
23693,513,Test Science Vessel,A ship that researches and manufactures stuff IN SPACE!,2738,900,1125000000,18500000,735000,1,4,7761939700000,0,0,0.07,0,0,16675141,70343,81607
24448,540,Viziam Prophecy,This one isn't in game.,2817,198,13500000,234000,350,1,4,255000000000,0,0,0.07,0,0,16675244,70446,81683
22450,541,Elite Catalyst Creodron,"Ideally suited for both skirmish warfare and fleet support, the Catalyst is touted as one of the best anti-frigate platforms out there.  Faced with its top-of-the-line tracking equipment, not many can argue.



Destroyer Skill Bonus: 7.5% Bonus to Small Hybrid Turret tracking speed and 10% bonus to Small Hybrid Turret falloff per level



Penalty: -25% rate of fire for all turrets",2895,163,1750000,55000,400,1,8,7887800000,0,0,0.07,0,0,16674853,70055,81396
22454,541,Elite Cormorant Mordus,"The Cormorant is the only State-produced space vessel whose design has come from a third party.  Rumors abound, of course, but the designer's identity has remained a tightly-kept secret in the State's inner circle.



Destroyer Skill Bonus: 7.5% bonus to Small Hybrid Turret tracking speed and 10% bonus to Small Hybrid Turret optimal range per level



Penalty: -25% rate of fire for all turrets",2808,136,1900000,52000,450,1,1,8416400000,0,0,0.07,0,0,16674856,70058,81397
22458,541,Elite Thrasher Thukker,"Engineered as a supplement to its big brother the Cyclone, the Thrasher's tremendous turret capabilities and advanced tracking computers allow it to protect its larger counterpart from smaller, faster menaces.



Destroyer Skill Bonus: 7.5% bonus to Small Projectile Turret tracking speed and 5% bonus to Small Projectile Turret damage per level



Penalty: -25% Rate Of Fire for all turrets",2816,138,1500000,43000,400,1,2,7500000000,0,0,0.07,0,0,16674859,70061,81398
22462,541,Elite Coercer Carthum,"Noticing the alarming increase in Minmatar frigate fleets, the Royal Navy made its plans for the Coercer, a vessel designed specifically to seek and destroy the droves of fast-moving frigate rebels.



Destroyer Skill Bonus: 7.5% bonus to Small Energy Turret tracking speed and -10% reduction in Small Energy Turret Capacitor usage per level



Penalty: -25% rate of fire for all turrets",2896,197,1625000,47000,300,1,4,8635240000,0,0,0.07,0,0,16674862,70064,81399
3628,659,Nation,,10038,2840,1546875000,62000000,1405,1,32,0,0,0,0.07,0,0,16691367,105423,0
2078,1022,Zephyr,"The Zephyr is a unique starship design, relying almost entirely on solar winds for sublight propulsion. Super-light sails allow it to ride the torrents of photons streaming through space, and its barebones construction gives it a tiny sensor footprint and almost negligible mass.



Originally conceived by the ascetic Intaki polymath Valsas en Dilat as a demonstration of minimalist starship design, it was never intended as a commercial venture. The recent discovery of the uncharted Sleeper Territories and their myriad wormholes has brought the Zephyr new attention - its mass makes it an ideal exploration vessel.



Valsas remains adamant that the Zephyr never sees mass production, but at the close of YC111 he authorized the Intaki Syndicate to distribute a single hull to every registered capsuleer.



Note: Can fit Prototype Iris Probe Launcher; will not be targeted by Sleeper drones.",4517,60,5000,5000,10,1,8,50000000,1,1395,0.07,0,0,16691369,105429,93946
